molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4289667,O=C1NCCn2c(-c3cc4c(s3)CCNC4)nc3cc(F)cc1c32,25.0
CHEMBL4285227,NC(=O)c1cc(F)cc2[nH]c(C3=NC4CCNCC4S3)nc12,37.0
CHEMBL4293056,CNCc1ccc(-c2nc3c(C(N)=O)cc(F)cc3[nH]2)s1,42.0
CHEMBL4288572,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(o3)CNCC4)nc12,244.0
CHEMBL4277920,CC(C)CC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4n3C)sc21,20.0
CHEMBL4291992,Cn1c(-c2cc3c(s2)C(C(C)(C)C)NCC3)nc2c(C(N)=O)cc(F)cc21,153.0
CHEMBL4281379,CCn1c(-c2cc3c(s2)CNCC3)nc2c(C(N)=O)cc(F)cc21,250.0
CHEMBL4281045,Cn1c(-c2cc3c(s2)CNCC3)nc2c(C(N)=O)cc(F)cc21,18.0
CHEMBL4291682,Cc1c(-c2nc3c(C(N)=O)cc(F)cc3[nH]2)sc2c1CCNC2,8.0
CHEMBL4294222,CC1Cc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc2CN1,16.0
CHEMBL4286332,CC(C)CC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,36.0
CHEMBL4279065,CC(C)(C)C1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,25.0
CHEMBL4289750,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)C(C3CC3)NCC4)nc12,14.0
CHEMBL4282534,CC(C)C1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,27.0
CHEMBL4293136,CCCCC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,130.0
CHEMBL4285923,CCCC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,86.0
CHEMBL4277995,CCC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,25.0
CHEMBL4282620,CC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,40.0
CHEMBL4291982,CN1CCc2sc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)cc2C1,58.0
CHEMBL4280657,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CCNC4)nc12,27.0
CHEMBL4288557,CN1CCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc2C1,22.0
CHEMBL4290904,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CNCC4)nc12,17.0
CHEMBL4280264,NC(=O)c1cc(Cl)cc2[nH]c(-c3cc4c(s3)CNCC4)nc12,51.0
CHEMBL4287485,Cc1cc(C(N)=O)c2nc(-c3cc4c(s3)CNCC4)[nH]c2c1,345.0
CHEMBL4276836,CN1CCc2cc(-c3nc4c(C(N)=O)cccc4[nH]3)sc2C1,55.0
CHEMBL4289496,NC(=O)c1cccc2[nH]c(-c3cc4c(s3)CNCC4)nc12,14.0
CHEMBL4278820,CCN1CCc2sc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2C1,90.0
CHEMBL4279230,CN1CCc2sc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2C1,123.0
CHEMBL4287147,NC(=O)c1cccc2[nH]c(-c3cc4c(s3)CCNC4)nc12,58.0
CHEMBL4287655,NC(=O)c1ccc(Oc2ccc(C=O)cc2)cc1,100000.0
CHEMBL4287262,NC(=O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,100000.0
CHEMBL449635,COc1ccc(C(N)=O)cc1,57000.0
CHEMBL4208737,NC(=O)c1ccc(OCc2ccccc2F)cc1,100000.0
CHEMBL4453142,NC(=O)c1cccc2c1O/C(=C\c1ccc(-c3ccccc3)cc1)C2=O,50.0
CHEMBL4574744,NC(=O)c1cccc2c1O/C(=C\c1ccc(-c3nccs3)cc1)C2=O,50.0
CHEMBL4574000,NC(=O)c1cccc2c1O/C(=C\c1ccc(-n3cncn3)cc1)C2=O,50.0
CHEMBL4454914,NC(=O)c1cccc2c1O/C(=C\c1ccc(-c3nn[nH]n3)cc1)C2=O,35.0
CHEMBL4454471,NC(=O)c1cccc2c1O/C(=C\c1ccc(-c3cc[nH]n3)cc1)C2=O,50.0
CHEMBL4476020,NC(=O)c1cccc2c1O/C(=C\c1cccc(-c3nn[nH]n3)c1)C2=O,50.0
CHEMBL4474430,CN1CCN(c2ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc2)CC1,50.0
CHEMBL4472061,NC(=O)c1cccc2c1O/C(=C\c1ccc(N3CCN(Cc4ccccc4)CC3)cc1)C2=O,50.0
CHEMBL4439730,NC(=O)c1cccc2c1O/C(=C\c1ccc(N3CCN(c4ncccn4)CC3)cc1)C2=O,50.0
CHEMBL4462563,NC(=O)c1cccc2c1O/C(=C\c1ccc(-c3nn[nH]n3)c(F)c1)C2=O,56.0
CHEMBL4518901,COc1cc(-c2nn[nH]n2)ccc1/C=C1\Oc2c(C(N)=O)cccc2C1=O,47.0
CHEMBL4519830,Cn1nnc(-c2ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc2)n1,50.0
CHEMBL4592442,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)O)cc1)C2=O,68.0
CHEMBL4561926,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4ccccc4)CC3)cc1)C2=O,50.0
CHEMBL4578950,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4ccccn4)CC3)cc1)C2=O,66.0
CHEMBL4591947,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4ncccn4)CC3)cc1)C2=O,55.0
CHEMBL4539846,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4cnccn4)CC3)cc1)C2=O,77.0
CHEMBL4469097,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4ncncn4)CC3)cc1)C2=O,50.0
CHEMBL4544714,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4nnc(C(F)(F)F)s4)CC3)cc1)C2=O,50.0
CHEMBL4567050,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4ncccc4C(F)(F)F)CC3)cc1)C2=O,50.0
CHEMBL4453735,N#Cc1cccnc1N1CCN(C(=O)c2ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc2)CC1,66.0
CHEMBL4457849,COc1ccnc(N2CCN(C(=O)c3ccc(/C=C4\Oc5c(C(N)=O)cccc5C4=O)cc3)CC2)n1,66.0
CHEMBL4528490,COC(=O)c1cnc(N2CCN(C(=O)c3ccc(/C=C4\Oc5c(C(N)=O)cccc5C4=O)cc3)CC2)nc1,50.0
CHEMBL4557232,COCc1nc(-c2ccnc(N3CCN(C(=O)c4ccc(/C=C5\Oc6c(C(N)=O)cccc6C5=O)cc4)CC3)n2)no1,50.0
CHEMBL4437403,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)N3CCN(c4ncccn4)CC3)c1)C2=O,58.0
CHEMBL4445035,COc1ccnc(N2CCN(C(=O)c3cccc(/C=C4\Oc5c(C(N)=O)cccc5C4=O)c3)CC2)n1,50.0
CHEMBL4582095,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)N3CCN(c4cnccn4)CC3)c1)C2=O,50.0
CHEMBL4460296,NC(=O)c1cccc2c1O/C(=C\c1ccc(S(=O)(=O)N3CCN(c4ncccn4)CC3)cc1)C2=O,197.0
CHEMBL4562749,NC(=O)c1cccc2c1O/C(=C\c1ccc(CN3CCN(c4ncccn4)CC3)cc1)C2=O,50.0
CHEMBL4473851,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)NC3CCN(c4ncccn4)CC3)cc1)C2=O,112.0
CHEMBL4464740,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCC(c4ncccn4)CC3)cc1)C2=O,50.0
CHEMBL4584942,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4cnnc4C3)cc1)C2=O,97.0
CHEMBL4571844,Cc1nnc2n1CCN(C(=O)c1ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc1)C2,81.0
CHEMBL4519178,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4c(nnc4C(F)(F)F)C3)cc1)C2=O,30.0
CHEMBL4539194,CCOC(=O)c1nnc2n1CCN(C(=O)c1ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc1)C2,40.0
CHEMBL4575227,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4c(nnc4C4CC4)C3)cc1)C2=O,27.0
CHEMBL4458607,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4c(Cc5cccc(F)c5)nnc4C3)cc1)C2=O,50.0
CHEMBL4446105,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4c(nnc4C(F)F)C3)cc1)C2=O,30.0
CHEMBL4450747,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4c(CC5CC5)nnc4C3)cc1)C2=O,47.0
CHEMBL4470212,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4c(CO)nnc4C3)cc1)C2=O,50.0
CHEMBL4435102,CC(C)c1nnc2n1CCN(C(=O)c1ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc1)C2,42.0
CHEMBL4469675,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4c(nnc4C4CCCC4)C3)cc1)C2=O,37.0
CHEMBL4586938,Cn1cnc(-c2nnc3n2CCN(C(=O)c2ccc(/C=C4\Oc5c(C(N)=O)cccc5C4=O)cc2)C3)c1,32.0
CHEMBL4542683,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)N3CCn4cnnc4C3)c1)C2=O,50.0
CHEMBL4470680,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)N3CCn4c(nnc4C(F)(F)F)C3)c1)C2=O,42.0
CHEMBL4515830,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)NCCc3nc4ccccc4[nH]3)cc1)C2=O,36.0
CHEMBL4446923,Cc1ccc2[nH]c(CCNC(=O)c3ccc(/C=C4\Oc5c(C(N)=O)cccc5C4=O)cc3)nc2c1,22.0
CHEMBL4450242,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)NCCc3nc4cc(F)ccc4[nH]3)cc1)C2=O,51.0
CHEMBL4544913,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)NCCc3nc4ccccc4[nH]3)c1)C2=O,88.0
CHEMBL4471547,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)NCCc3nc4cc(F)ccc4[nH]3)c1)C2=O,97.0
CHEMBL4576573,COc1ccc2[nH]c(CCNC(=O)c3ccc(/C=C4\Oc5c(C(N)=O)cccc5C4=O)cc3)nc2c1,28.0
CHEMBL4529965,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)NCCc3nc4c(C(N)=O)cccc4[nH]3)cc1)C2=O,4.0
CHEMBL4475399,CC(C)(Cc1nc2ccccc2[nH]1)NC(=O)c1ccc(/C=C2\Oc3c(C(N)=O)cccc3C2=O)cc1,50.0
CHEMBL4538616,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)NCCCc3nc4ccccc4[nH]3)cc1)C2=O,50.0
CHEMBL4437358,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CC(c4nc5ccccc5[nH]4)C3)cc1)C2=O,30.0
CHEMBL4474593,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4nc5ccccc5[nH]4)CC3)cc1)C2=O,18.0
CHEMBL4583398,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCC(c4nc5ccccc5[nH]4)CC3)cc1)C2=O,58.0
CHEMBL4475182,COC(=O)c1cccc2nc(CCNC(=O)c3ccc(/C=C4\Oc5c(C(N)=O)cccc5C4=O)cc3)[nH]c12,98.0
CHEMBL4545565,Cc1c(-c2ccnc(C(F)(F)F)c2)ccc2c1CCNC2=O,100000.0
CHEMBL4077094,O=c1[nH]c(-c2ccc3c(c2)OCO3)nc2ccccc12,1700.0
CHEMBL4290134,CC(C)(C)c1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1,10000.0
CHEMBL4586580,CC(C)(C)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)cc1,3900.0
CHEMBL4475367,CC(C)(O)c1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1,910.0
CHEMBL4548930,CC(C)(O)c1ccc(-c2nc3cccc(F)c3c(=O)[nH]2)cc1,830.0
CHEMBL4457607,CC(C)(O)c1ccc(-c2nc3cccc(Cl)c3c(=O)[nH]2)cc1,4300.0
CHEMBL4447252,CC(C)(O)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)cc1,349.0
CHEMBL4566814,CC(C)(O)c1ccc(-c2nc3ccc(Cl)cc3c(=O)[nH]2)cc1,1400.0
CHEMBL4558610,CC(C)(O)c1ccc(-c2nc3c(F)cccc3c(=O)[nH]2)cc1,1100.0
CHEMBL4514589,CC(C)(O)c1ccc(-c2nc3c(Cl)cccc3c(=O)[nH]2)cc1,410.0
CHEMBL4524437,COc1cccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc12,630.0
CHEMBL4588170,Cc1cccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc12,79.0
CHEMBL4545573,CC(C)(O)c1ccc(-c2nc3ccc(F)c(F)c3c(=O)[nH]2)cc1,512.0
CHEMBL4437173,CC(C)(O)c1ccc(-c2nc3c(F)cc(F)cc3c(=O)[nH]2)cc1,782.0
CHEMBL4454894,CC(C)(O)c1ccc(-c2nc3c(F)ccc(F)c3c(=O)[nH]2)cc1,1300.0
CHEMBL4458129,Cc1cc(F)cc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc12,60.0
CHEMBL4536612,CC(C)(OCCO)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)cc1,2300.0
CHEMBL4551200,Cc1cc(F)cc2c(=O)[nH]c(-c3ccc(C(C)(C)OCCO)cc3)nc12,790.0
CHEMBL4440292,COCCOC(C)(C)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)cc1,5700.0
CHEMBL4585900,CC(C)(O)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)nc1,2500.0
CHEMBL4455904,CN1CCN(c2ccc(-c3nc4ccc(F)cc4c(=O)[nH]3)cc2)CC1,370.0
CHEMBL4584689,Cc1cc(F)cc2c(=O)[nH]c(-c3ccc(N4CCN(C)CC4)cc3)nc12,120.0
CHEMBL4567515,Cc1cc(F)cc2c(=O)[nH]c(-c3ccc(C4CCNCC4)cc3)nc12.Cl,390.0
CHEMBL4444673,CN1CCC(c2ccc(-c3nc4c(F)cc(F)cc4c(=O)[nH]3)cc2)CC1.O=C(O)C(F)(F)F,3700.0
CHEMBL4450725,Cc1cc(F)cc2c(=O)[nH]c(-c3ccc(C4CCN(C)CC4)cc3)nc12,620.0
CHEMBL4448872,O=c1[nH]c(N2CCC3(CC2)CN(CCO)c2cc(F)cc(F)c23)nc2c1CCCC2,100000.0
CHEMBL4449082,C[C@@H]1CN(c2cc(F)c3c(c2)N(C)C(=O)C32CCN(c3nc4c(c(=O)[nH]3)CCCN4C)CC2)C[C@H](C)O1,18187.0
CHEMBL2325503,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,100000.0
CHEMBL4450818,O=C(CCCn1nc(-c2ccccc2)c2ccccc2c1=O)Nc1cccc(Cl)c1,97.0
CHEMBL4547590,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2c(nnc2C2CC2)C1,8.41
CHEMBL4579526,CCN1CCCC2CN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC21,2.0
CHEMBL4546114,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CC2C(=O)N(Cc3ccccc3)C(=O)C2C1,0.5
CHEMBL4580842,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2cnnc2C1,5000.0
CHEMBL4442022,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc2c1OCC2)N1CCn2c(nnc2C(F)(F)F)C1,1.7
CHEMBL4436472,S=c1[nH]nc(-c2cc3ccccc3[nH]2)n1-c1ccccc1,2100.0
CHEMBL4446682,CC(=O)OC[C@H]1O[C@@H](Sc2nnc(-c3cc4ccccc4[nH]3)n2-c2ccccc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,2220.0
CHEMBL4575720,CC(O)CSc1nnc(-c2cc3ccccc3[nH]2)n1-c1ccccc1,330.0
CHEMBL4438977,C=CCSc1nnc(-c2cc3ccccc3[nH]2)n1-c1ccccc1,2400.0
CHEMBL4476017,C=CCSc1nnc(-c2cc3ccccc3n2CC=C)n1-c1ccccc1,350.0
CHEMBL4563390,S=c1[nH]nc(CSc2nnc(-c3cc4ccccc4[nH]3)n2-c2ccccc2)n1-c1ccccc1,8080.0
CHEMBL4525998,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2nc(-c3ccc4[nH]ccc4c3)nc(N3CCOCC3)n2)CC1,0.6918
CHEMBL4437593,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2nc(-c3cccc4[nH]ccc34)nc(N3CCOCC3)n2)CC1,0.6457
CHEMBL4549595,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2nc(-c3ccc4cn[nH]c4c3)nc(N3CCOCC3)n2)CC1,0.6761
CHEMBL4461392,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2nc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)n2)CC1,0.4365
CHEMBL4436366,Nc1cc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)ccc1F,1.096
CHEMBL4436980,Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)c(F)c1,0.7244
CHEMBL4571423,Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cc1F,0.8318
CHEMBL4438927,Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cc1,1.175
CHEMBL4551779,Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cn1,1.072
CHEMBL4461382,Nc1ncc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cn1,0.8318
CHEMBL4446789,Nc1ncc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cc1C(F)(F)F,1.122
CHEMBL4541731,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cn1,9.55
CHEMBL4470724,Nc1cc(C(F)(F)F)c(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)c2cc(Cc4n[nH]c(=O)c5ccccc45)ccc2F)C3)cn1,6.026
CHEMBL4551630,Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)c2cc(Cc4n[nH]c(=O)c5ccccc45)ccc2F)C3)cn1,7.943
CHEMBL4438741,Nc1ncc(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)c2cc(Cc4n[nH]c(=O)c5ccccc45)ccc2F)C3)cn1,2.57
CHEMBL4465869,Nc1cc(C(F)(F)F)c(-c2cc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)nc(N3CCOCC3)n2)cn1,15.49
CHEMBL4531016,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCc2c(nc(-c3cccc4[nH]ncc34)nc2N2CCOCC2)C1,6.166
CHEMBL4593274,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCc2c(nc(-c3cccc4[nH]ccc34)nc2N2CCOCC2)C1,4.898
CHEMBL4454483,COc1ccccc1N1CCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1,20000.0
CHEMBL4076368,COc1cccc(N2CCN(c3nc4c(c(=O)[nH]3)CCCC4)CC2)c1,20000.0
CHEMBL4442353,COc1ccc(N2CCN(c3nc4c(c(=O)[nH]3)CCCC4)CC2)cc1,20000.0
CHEMBL4452246,COc1ccccc1N1CCN(c2nc3c(c(=O)[nH]2)CSCC3)CC1,20000.0
CHEMBL4538780,COc1cccc(N2CCN(c3nc4c(c(=O)[nH]3)CSCC4)CC2)c1,20000.0
CHEMBL4453770,COc1ccc(N2CCN(c3nc4c(c(=O)[nH]3)CSCC4)CC2)cc1,20000.0
CHEMBL4466835,COc1ccccc1N1CCN(c2nc3c(c(=O)[nH]2)COCC3)CC1,20000.0
CHEMBL4446309,COc1ccc(N2CCN(c3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,20000.0
CHEMBL4475497,COc1ccccc1N1CCN(c2nc3c(c(=O)[nH]2)CC(F)(F)CC3)CC1,20000.0
CHEMBL4461036,COc1ccc(N2CCN(c3nc4c(c(=O)[nH]3)CC(F)(F)CC4)CC2)cc1,20000.0
CHEMBL4556137,COc1ccccc1N1CCN(c2nc3c(c(=O)[nH]2)C[S+]([O-])CC3)CC1,20000.0
CHEMBL4582338,COc1ccccc1N1CCCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1,20000.0
CHEMBL4471982,COc1ccccc1C1=CCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1,20000.0
CHEMBL4444671,COc1ccccc1C1CCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1,20000.0
CHEMBL4452289,O=c1[nH]c(N2CCC3(CC2)COc2ccccc23)nc2c1CCCC2,20000.0
CHEMBL4575275,O=C1Oc2ccccc2C12CCN(c1nc3c(c(=O)[nH]1)CCCC3)CC2,20000.0
CHEMBL4551975,O=c1[nH]c(N2CCC3(CC2)OCc2ccccc23)nc2c1CCCC2,20000.0
CHEMBL4442606,O=C1OC2(CCN(c3nc4c(c(=O)[nH]3)CCCC4)CC2)c2ccccc21,20000.0
CHEMBL4476087,O=c1[nH]c(N2CCC3(CC2)CNc2ccccc23)nc2c1CCCC2,20000.0
CHEMBL4555506,O=C1Nc2ccccc2C12CCN(c1nc3c(c(=O)[nH]1)CCCC3)CC2,20000.0
CHEMBL4456595,O=c1[nH]c(N2CCC3(CC2)NCc2ccccc23)nc2c1CCCC2,20000.0
CHEMBL4516906,O=C1NC2(CCN(c3nc4c(c(=O)[nH]3)CCCC4)CC2)c2ccccc21,20000.0
CHEMBL4579514,O=c1[nH]c(N2CCC3(CC2)CN(CCO)c2ccccc23)nc2c1CCCC2,20000.0
CHEMBL4560087,O=c1[nH]c(N2CCC3(CC2)CN(CCO)c2cccc(F)c23)nc2c1CCCC2,20000.0
CHEMBL4535636,O=c1[nH]c(N2CCC3(CC2)CN(CCO)c2cccc(Cl)c23)nc2c1CCCC2,20000.0
CHEMBL4591423,O=c1[nH]c(N2CCC3(CC2)CN(CCO)c2cc(Cl)cc(Cl)c23)nc2c1CCCC2,20000.0
CHEMBL4545585,O=C1N(CCO)c2ccccc2C12CCN(c1nc3c(c(=O)[nH]1)CCCC3)CC2,20000.0
CHEMBL4577914,O=C1N(CCO)c2cccc(F)c2C12CCN(c1nc3c(c(=O)[nH]1)CCCC3)CC2,20000.0
CHEMBL4483558,O=C1N(CCO)c2cccc(Cl)c2C12CCN(c1nc3c(c(=O)[nH]1)CCCC3)CC2,20000.0
CHEMBL4554146,O=C1N(CCO)c2cc(F)cc(F)c2C12CCN(c1nc3c(c(=O)[nH]1)CCCC3)CC2,20000.0
CHEMBL4461149,O=C1N(CCO)c2cc(Cl)cc(Cl)c2C12CCN(c1nc3c(c(=O)[nH]1)CCCC3)CC2,20000.0
CHEMBL4461708,COc1cc(O)c(Cl)c(C)c1-c1cc(O)c(Cl)c2cc3c(c(O)c12)C(=O)c1c(cc(O)c(Cl)c1O)C3(C)C,6560.0
CHEMBL4453336,COc1cc(O)c(Cl)c(C)c1-c1cc(O)c(Cl)c2cc3c(c(O)c12)C(=O)c1c(O)c(Cl)c(O)c(Cl)c1C3(C)C,5880.0
CHEMBL4528755,COc1c(Cl)c(O)c(Cl)c(C)c1-c1cc(O)c(Cl)c2cc3c(c(O)c12)C(=O)c1c(O)c(Cl)c(O)c(Cl)c1C3(C)C,1820.0
CHEMBL4532631,COc1cc(O)cc(C)c1-c1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3(C)C,18310.0
CHEMBL4471983,COc1cc(O)cc(C)c1-c1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(cc(O)c(Cl)c1O)C3(C)C,15400.0
CHEMBL4465327,COc1cc(O)c(Cl)c(C)c1-c1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3(C)C,4860.0
CHEMBL4458937,COc1cc(O)c(Cl)c(C)c1-c1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(cc(O)c(Cl)c1O)C3(C)C,8840.0
CHEMBL4514758,COc1cc(O)c(Cl)c(C)c1-c1cc(O)c(Cl)c2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3(C)C,4820.0
CHEMBL4475087,COc1cc(O)c(Cl)c(C)c1-c1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(O)c(Cl)c(O)c(Cl)c1C3(C)C,950.0
CHEMBL4473832,COc1cc(O)c(Cl)c(C)c1-c1cc(O)c(Br)c2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3(C)C,4590.0
CHEMBL4591736,NC(=O)c1c(F)ccc2[nH]c(-c3ccc(N4CCNCC4)cc3)nc12,43.7
CHEMBL4448508,NC(=O)c1c(F)ccc2[nH]c(-c3ccc(N4CCOCC4)cc3)nc12,21.8
CHEMBL4530032,CCCN1CCC(c2nc3c(C(N)=O)c(F)ccc3[nH]2)CC1,29.8
CHEMBL4472182,CN1CCC[C@@]1(C)c1nc2c(C(N)=O)c(F)ccc2[nH]1,21.7
CHEMBL4448791,NC(=O)c1c(F)ccc2[nH]c(C3CCNCC3)nc12,39.1
CHEMBL4453414,NC(=O)c1c(F)ccc2[nH]c(C3CCCNC3)nc12,25.8
CHEMBL4447698,C[C@]1(c2nc3c(C(N)=O)c(F)ccc3[nH]2)CCCN1,5.7
CHEMBL4563153,O=C1NCCn2c(-c3ccc(CN4CCCCC4)cc3)nc3cncc1c32,29.0
CHEMBL4545981,O=C1NCCn2c(-c3ccc(CN4CCCC4)cc3)nc3cncc1c32,20.0
CHEMBL4459573,CC(C)(C)NCc1ccc(-c2nc3cncc4c3n2CCNC4=O)cc1,75.0
